bhk,rent,size,bathroom,log_rent,log_size,floor_number,total_floors,is_ground_floor,is_top_floor,floor_ratio,furnishing_encoded,area type_Super Area,city_Chennai,city_Delhi,city_Hyderabad,city_Kolkata,city_Mumbai,tenant preferred_Bachelors/Family,tenant preferred_Family,point of contact_Contact Owner
3,100000,1250,3,11.51293546492023,7.1316985104669115,6.0,18.0,0,0,0.333,2,False,False,False,False,False,True,True,False,False
2,170000,1000,3,12.04355959836804,6.90875477931522,5.0,9.0,0,0,0.556,2,False,False,False,False,False,True,True,False,False
2,45000,710,2,10.714439990727769,6.566672429803241,8.0,16.0,0,0,0.5,0,False,False,False,False,False,True,True,False,False
3,200000,1350,3,12.206077645517674,7.208600337960199,1.0,5.0,0,0,0.2,2,False,False,False,False,False,True,False,False,False
2,20000,400,1,9.90353755128617,5.993961427306569,3.0,3.0,0,1,1.0,2,False,False,False,False,False,True,True,False,True
3,85000,1000,4,11.350418300109132,6.90875477931522,16.0,25.0,0,0,0.64,1,False,False,False,False,False,True,True,False,False
3,130000,1500,3,11.775297421715827,7.313886831633462,7.0,12.0,0,0,0.583,0,False,False,False,False,False,True,False,True,False
1,40000,500,1,10.596659732783579,6.2166061010848646,3.0,6.0,0,0,0.5,1,True,False,False,False,False,True,True,False,False
4,250000,2000,4,12.429220196836383,7.601402334583733,33.0,42.0,0,0,0.786,2,False,False,False,False,False,True,False,False,False
1,15000,225,1,9.61587214452889,5.420534999272286,0.0,4.0,1,0,0.0,0,False,False,False,False,False,True,False,False,True
2,40000,650,2,10.596659732783579,6.478509642208569,12.0,19.0,0,0,0.632,2,False,False,False,False,False,True,True,False,False
2,48000,670,2,10.778977123006351,6.508769136971682,4.0,16.0,0,0,0.25,1,False,False,False,False,False,True,False,True,True
2,15000,610,1,9.61587214452889,6.415096959171596,0.0,6.0,1,0,0.0,1,False,False,False,False,False,True,False,False,True
1,28000,400,2,10.239995502805316,5.993961427306569,1.0,5.0,0,0,0.2,2,False,False,False,False,False,True,True,False,False
1,25000,340,1,10.12667110305036,5.831882477283517,13.0,23.0,0,0,0.565,0,False,False,False,False,False,True,True,False,False
2,34000,471,2,10.434145214930487,6.156978985585555,9.0,38.0,0,0,0.237,1,False,False,False,False,False,True,False,False,False
1,75000,550,2,11.225256725762893,6.311734809152915,6.0,8.0,0,0,0.75,2,False,False,False,False,False,True,True,False,False
2,45000,630,1,10.714439990727769,6.447305862541213,8.0,13.0,0,0,0.615,1,False,False,False,False,False,True,True,False,False
1,35000,500,2,10.463131911491967,6.2166061010848646,1.0,8.0,0,0,0.125,1,True,False,False,False,False,True,True,False,True
1,32000,400,1,10.373522431293592,5.993961427306569,3.0,7.0,0,0,0.429,2,False,False,False,False,False,True,True,False,False
2,17000,1000,2,9.741027444837728,6.90875477931522,3.0,7.0,0,0,0.429,0,True,False,False,False,False,True,True,False,True
4,230000,1528,4,12.345838935721968,7.332369205929062,65.0,76.0,0,0,0.855,0,False,False,False,False,False,True,False,True,False
2,35000,650,2,10.463131911491967,6.478509642208569,5.0,7.0,0,0,0.714,1,False,False,False,False,False,True,True,False,False
1,8500,500,1,9.04793908261736,6.2166061010848646,6.0,7.0,0,0,0.857,0,False,False,False,False,False,True,False,False,True
3,80000,850,2,11.289794413577894,6.7464121285733745,19.0,30.0,0,0,0.633,1,False,False,False,False,False,True,True,False,False
1,55000,550,1,10.915106645867503,6.311734809152915,13.0,14.0,0,0,0.929,1,False,False,False,False,False,True,False,False,False
1,25000,430,2,10.12667110305036,6.066108090103747,7.0,21.0,0,0,0.333,0,False,False,False,False,False,True,False,True,False
3,40000,1030,3,10.596659732783579,6.93828448401696,10.0,14.0,0,0,0.714,2,False,False,False,False,False,True,False,True,False
1,15500,250,1,9.648659816955295,5.5254529391317835,11.0,24.0,0,0,0.458,0,False,False,False,False,False,True,True,False,False
1,45000,500,2,10.714439990727769,6.2166061010848646,9.0,16.0,0,0,0.562,0,False,False,False,False,False,True,False,False,False
4,180000,1750,4,12.100717685412471,7.467942332285852,9.0,31.0,0,0,0.29,1,False,False,False,False,False,True,False,False,False
2,51000,985,2,10.839600519357369,6.893656354602635,7.0,15.0,0,0,0.467,0,False,False,False,False,False,True,True,False,False
3,60000,1050,3,11.002116507732017,6.957497370876951,12.0,13.0,0,0,0.923,0,False,False,False,False,False,True,False,False,False
2,36000,700,2,10.491301994830229,6.55250788703459,4.0,15.0,0,0,0.267,0,False,False,False,False,False,True,True,False,False
3,180000,1200,3,12.100717685412471,7.0909098220799835,10.0,12.0,0,0,0.833,1,False,False,False,False,False,True,True,False,False
3,75000,1000,3,11.225256725762893,6.90875477931522,6.0,12.0,0,0,0.5,2,False,False,False,False,False,True,True,False,False
2,8000,550,2,8.987321812850125,6.311734809152915,3.0,9.0,0,0,0.333,0,False,False,False,False,False,True,False,True,False
3,50000,806,2,10.819798284210286,6.693323668269949,2.0,4.0,0,0,0.5,1,True,False,False,False,False,True,True,False,True
3,100000,1400,3,11.51293546492023,7.244941546337007,22.0,30.0,0,0,0.733,2,False,False,False,False,False,True,True,False,False
1,16500,470,2,9.711176264112805,6.154858094016418,11.0,14.0,0,0,0.786,1,False,False,False,False,False,True,False,True,False
1,4500,475,1,8.412054873292933,6.16541785423142,3.0,4.0,0,0,0.75,0,True,False,False,False,False,True,True,False,True
2,34000,583,2,10.434145214930487,6.369900982828227,10.0,23.0,0,0,0.435,0,False,False,False,False,False,True,False,True,False
2,32000,475,2,10.373522431293592,6.16541785423142,8.0,12.0,0,0,0.667,0,False,False,False,False,False,True,False,False,False
2,50000,900,2,10.819798284210286,6.803505257608338,1.0,8.0,0,0,0.125,2,False,False,False,False,False,True,False,True,False
1,24000,500,1,10.085850775128717,6.2166061010848646,3.0,7.0,0,0,0.429,1,False,False,False,False,False,True,True,False,True
2,62000,806,3,11.034905792929415,6.693323668269949,3.0,58.0,0,0,0.052,0,False,False,False,False,False,True,True,False,False
1,100000,400,1,11.51293546492023,5.993961427306569,9.0,10.0,0,0,0.9,2,False,False,False,False,False,True,True,False,False
1,21000,650,2,9.952325334619427,6.478509642208569,6.0,10.0,0,0,0.6,1,True,False,False,False,False,True,True,False,True
1,27000,550,2,10.203629181337648,6.311734809152915,4.0,15.0,0,0,0.267,1,True,False,False,False,False,True,True,False,True
1,10000,390,1,9.210440366976517,5.968707559985366,3.0,4.0,0,0,0.75,0,False,False,False,False,False,True,True,False,False
2,90000,994,2,11.407576060361786,6.902742737158593,2.0,2.0,0,1,1.0,1,False,False,False,False,False,True,True,False,False
1,8000,520,2,8.987321812850125,6.255750041753367,6.0,8.0,0,0,0.75,1,True,False,False,False,False,True,True,False,True
1,75000,575,1,11.225256725762893,6.3561076606958915,1.0,9.0,0,0,0.111,1,False,False,False,False,False,True,False,True,False
3,230000,2750,3,12.345838935721968,7.919719760924575,53.0,60.0,0,0,0.883,0,False,False,False,False,False,True,True,False,False
1,15000,470,2,9.61587214452889,6.154858094016418,5.0,22.0,0,0,0.227,1,False,False,False,False,False,True,False,True,False
4,260000,2500,4,12.468440756144114,7.824445930877619,3.0,7.0,0,0,0.429,1,False,False,False,False,False,True,True,False,False
3,62000,1100,3,11.034905792929415,7.00397413672268,15.0,22.0,0,0,0.682,1,False,False,False,False,False,True,False,True,False
1,43500,480,2,10.680539205318292,6.175867270105761,6.0,7.0,0,0,0.857,2,False,False,False,False,False,True,True,False,False
2,62000,750,2,11.034905792929415,6.621405651764134,12.0,16.0,0,0,0.75,0,False,False,False,False,False,True,True,False,False
2,77500,724,2,11.258046118484,6.586171654854675,19.0,21.0,0,0,0.905,1,False,False,False,False,False,True,False,False,False
1,30000,600,1,10.308985993422082,6.398594934535208,5.0,5.0,0,1,1.0,2,False,False,False,False,False,True,True,False,True
3,110000,1076,2,11.608244735642321,6.981934677156389,9.0,40.0,0,0,0.225,1,False,False,False,False,False,True,True,False,False
1,20000,800,2,9.90353755128617,6.68586094706836,3.0,4.0,0,0,0.75,0,True,False,False,False,False,True,True,False,True
3,150000,1300,3,11.918397239722838,7.170888478512505,6.0,7.0,0,0,0.857,1,False,False,False,False,False,True,True,False,False
1,55000,500,2,10.915106645867503,6.2166061010848646,1.0,7.0,0,0,0.143,0,False,False,False,False,False,True,True,False,False
2,70000,700,2,11.156264806643742,6.55250788703459,0.0,8.0,1,0,0.0,1,False,False,False,False,False,True,False,False,False
2,65000,700,2,11.082157933374816,6.55250788703459,4.0,9.0,0,0,0.444,2,False,False,False,False,False,True,False,False,False
1,18000,225,2,9.798182590890704,5.420534999272286,18.0,24.0,0,0,0.75,0,False,False,False,False,False,True,False,False,False
1,48000,485,2,10.778977123006351,6.186208623900494,8.0,17.0,0,0,0.471,2,False,False,False,False,False,True,True,False,False
1,10000,225,1,9.210440366976517,5.420534999272286,7.0,8.0,0,0,0.875,0,True,False,False,False,False,True,True,False,True
1,32000,478,2,10.373522431293592,6.171700597410915,4.0,11.0,0,0,0.364,1,False,False,False,False,False,True,True,False,False
3,32000,1200,3,10.373522431293592,7.0909098220799835,4.0,5.0,0,0,0.8,1,True,False,False,False,False,True,True,False,True
2,36000,620,2,10.491301994830229,6.431331081933479,3.0,14.0,0,0,0.214,1,False,False,False,False,False,True,False,True,False
1,22000,280,1,9.99884318585288,5.638354669333745,3.0,7.0,0,0,0.429,0,False,False,False,False,False,True,True,False,False
1,5500,385,1,8.612685172875459,5.955837369464831,3.0,9.0,0,0,0.333,0,False,False,False,False,False,True,False,True,False
3,15000,704,2,9.61587214452889,6.558197802812269,5.0,17.0,0,0,0.294,0,False,False,False,False,False,True,True,False,True
2,40000,710,2,10.596659732783579,6.566672429803241,3.0,4.0,0,0,0.75,0,False,False,False,False,False,True,True,False,True
1,28000,525,1,10.239995502805316,6.26530121273771,2.0,8.0,0,0,0.25,0,True,False,False,False,False,True,True,False,True
1,11000,390,1,9.305741456739435,5.968707559985366,0.0,4.0,1,0,0.0,1,False,False,False,False,False,True,True,False,False
2,40000,755,2,10.596659732783579,6.628041376179533,12.0,31.0,0,0,0.387,1,False,False,False,False,False,True,False,False,False
2,45000,700,2,10.714439990727769,6.55250788703459,3.0,7.0,0,0,0.429,0,False,False,False,False,False,True,True,False,False
2,180000,1000,3,12.100717685412471,6.90875477931522,6.0,10.0,0,0,0.6,1,False,False,False,False,False,True,False,False,False
2,36000,650,2,10.491301994830229,6.478509642208569,3.0,4.0,0,0,0.75,0,False,False,False,False,False,True,False,True,False
1,59000,470,1,10.985309671896763,6.154858094016418,26.0,42.0,0,0,0.619,1,False,False,False,False,False,True,False,False,False
1,40000,450,2,10.596659732783579,6.111467339502679,3.0,8.0,0,0,0.375,1,False,False,False,False,False,True,True,False,False
2,40000,625,2,10.596659732783579,6.439350371100098,6.0,10.0,0,0,0.6,1,True,False,False,False,False,True,True,False,True
2,72000,700,2,11.184435286790631,6.55250788703459,3.0,9.0,0,0,0.333,2,False,False,False,False,False,True,False,False,False
2,40000,600,2,10.596659732783579,6.398594934535208,4.0,10.0,0,0,0.4,0,False,False,False,False,False,True,False,True,False
2,16000,600,1,9.680406499268875,6.398594934535208,2.0,3.0,0,0,0.667,0,False,False,False,False,False,True,False,True,True
2,50000,1100,4,10.819798284210286,7.00397413672268,14.0,22.0,0,0,0.636,2,True,False,False,False,False,True,True,False,False
1,24000,370,1,10.085850775128717,5.916202062607435,5.0,8.0,0,0,0.625,1,False,False,False,False,False,True,False,True,False
2,65000,950,2,11.082157933374816,6.85751406254539,2.0,45.0,0,0,0.044,1,False,False,False,False,False,True,True,False,False
2,33000,825,2,10.404293143019792,6.716594773520978,12.0,13.0,0,0,0.923,0,True,False,False,False,False,True,True,False,True
2,27000,650,2,10.203629181337648,6.478509642208569,2.0,7.0,0,0,0.286,0,False,False,False,False,False,True,False,False,False
2,52000,750,2,10.859018228147887,6.621405651764134,2.0,9.0,0,0,0.222,1,False,False,False,False,False,True,True,False,False
3,95000,900,3,11.461642696843066,6.803505257608338,4.0,9.0,0,0,0.444,1,False,False,False,False,False,True,False,True,False
2,68000,805,3,11.127277689932466,6.692083742506628,12.0,68.0,0,0,0.176,1,False,False,False,False,False,True,True,False,False
2,48000,742,2,10.778977123006351,6.610696044717759,17.0,36.0,0,0,0.472,0,False,False,False,False,False,True,False,True,False
2,32000,550,2,10.373522431293592,6.311734809152915,4.0,7.0,0,0,0.571,1,False,False,False,False,False,True,True,False,False
2,42000,745,2,10.645448706505872,6.61472560020376,10.0,11.0,0,0,0.909,1,False,False,False,False,False,True,True,False,False
2,60000,800,2,11.002116507732017,6.68586094706836,2.0,7.0,0,0,0.286,2,False,False,False,False,False,True,False,True,False
3,51500,1265,3,10.849356503939038,7.143617602704121,10.0,28.0,0,0,0.357,0,False,False,False,False,False,True,False,True,False
3,130000,1800,3,11.775297421715827,7.496097345175956,10.0,16.0,0,0,0.625,0,True,False,False,False,False,True,True,False,False
1,25000,325,1,10.12667110305036,5.786897381366708,17.0,24.0,0,0,0.708,2,False,False,False,False,False,True,True,False,False
2,85000,902,2,11.350418300109132,6.805722553416985,41.0,41.0,0,1,1.0,1,False,False,False,False,False,True,True,False,False
3,98000,1233,4,11.49273296168228,7.1180162044653335,14.0,68.0,0,0,0.206,1,False,False,False,False,False,True,True,False,False
2,100000,750,2,11.51293546492023,6.621405651764134,0.0,6.0,1,0,0.0,2,True,False,False,False,False,True,True,False,True
2,65000,600,2,11.082157933374816,6.398594934535208,14.0,17.0,0,0,0.824,0,False,False,False,False,False,True,False,False,False
1,23000,500,1,10.043292972227004,6.2166061010848646,3.0,9.0,0,0,0.333,0,True,False,False,False,False,True,True,False,False
2,40000,600,2,10.596659732783579,6.398594934535208,15.0,20.0,0,0,0.75,0,False,False,False,False,False,True,True,False,False
3,45000,950,3,10.714439990727769,6.85751406254539,15.0,17.0,0,0,0.882,0,False,False,False,False,False,True,True,False,False
1,40000,680,4,10.596659732783579,6.523562306149512,5.0,7.0,0,0,0.714,2,True,False,False,False,False,True,True,False,False
1,23500,400,1,10.064798252418377,5.993961427306569,1.0,7.0,0,0,0.143,0,False,False,False,False,False,True,True,False,False
4,250000,2120,5,12.429220196836383,7.659642954564682,46.0,76.0,0,0,0.605,2,False,False,False,False,False,True,True,False,False
3,110000,1350,4,11.608244735642321,7.208600337960199,12.0,20.0,0,0,0.6,1,False,False,False,False,False,True,False,False,False
3,150000,1600,3,11.918397239722838,7.3783837129967145,6.0,7.0,0,0,0.857,1,False,False,False,False,False,True,True,False,False
1,22000,430,1,9.99884318585288,6.066108090103747,4.0,6.0,0,0,0.667,0,False,False,False,False,False,True,False,True,False
4,150000,1937,5,11.918397239722838,7.569411792450712,20.0,30.0,0,0,0.667,1,False,False,False,False,False,True,True,False,False
2,75000,700,3,11.225256725762893,6.55250788703459,4.0,7.0,0,0,0.571,1,False,False,False,False,False,True,False,False,False
2,41000,780,2,10.62135173563291,6.660575149839686,14.0,18.0,0,0,0.778,0,False,False,False,False,False,True,True,False,False
4,150000,1300,4,11.918397239722838,7.170888478512505,5.0,13.0,0,0,0.385,1,False,False,False,False,False,True,True,False,False
3,150000,1350,3,11.918397239722838,7.208600337960199,18.0,32.0,0,0,0.562,1,False,False,False,False,False,True,True,False,False
2,53000,750,2,10.87806606028079,6.621405651764134,5.0,18.0,0,0,0.278,2,False,False,False,False,False,True,True,False,False
4,140000,1400,3,11.849404844423074,7.244941546337007,10.0,25.0,0,0,0.4,1,False,False,False,False,False,True,True,False,False
4,200000,2000,5,12.206077645517674,7.601402334583733,17.0,29.0,0,0,0.586,2,False,False,False,False,False,True,True,False,False
2,65000,850,2,11.082157933374816,6.7464121285733745,10.0,31.0,0,0,0.323,2,False,False,False,False,False,True,True,False,False
1,48000,500,1,10.778977123006351,6.2166061010848646,4.0,9.0,0,0,0.444,2,False,False,False,False,False,True,False,False,False
2,75000,900,2,11.225256725762893,6.803505257608338,10.0,15.0,0,0,0.667,0,True,False,False,False,False,True,True,False,False
2,39000,750,2,10.571342565808699,6.621405651764134,1.0,3.0,0,0,0.333,1,False,False,False,False,False,True,False,True,False
3,70000,1100,2,11.156264806643742,7.00397413672268,18.0,22.0,0,0,0.818,1,False,False,False,False,False,True,True,False,False
1,25000,596,1,10.12667110305036,6.391917113392602,1.0,7.0,0,0,0.143,1,True,False,False,False,False,True,True,False,True
2,45000,680,2,10.714439990727769,6.523562306149512,3.0,4.0,0,0,0.75,0,False,False,False,False,False,True,False,False,False
4,190000,1950,4,12.154784614286667,7.576097340623111,11.0,21.0,0,0,0.524,0,False,False,False,False,False,True,True,False,False
3,140000,1350,3,11.849404844423074,7.208600337960199,18.0,32.0,0,0,0.562,1,False,False,False,False,False,True,True,False,False
1,35000,510,1,10.463131911491967,6.236369590203704,3.0,4.0,0,0,0.75,1,False,False,False,False,False,True,True,False,True
1,60000,500,1,11.002116507732017,6.2166061010848646,5.0,7.0,0,0,0.714,2,False,False,False,False,False,True,True,False,False
1,15000,375,1,9.61587214452889,5.929589143389895,13.0,16.0,0,0,0.812,0,True,False,False,False,False,True,True,False,True
1,39000,500,1,10.571342565808699,6.2166061010848646,2.0,7.0,0,0,0.286,2,False,False,False,False,False,True,False,True,False
3,190000,1500,3,12.154784614286667,7.313886831633462,8.0,10.0,0,0,0.8,1,False,False,False,False,False,True,True,False,False
3,84000,1000,3,11.338583982516495,6.90875477931522,18.0,21.0,0,0,0.857,2,False,False,False,False,False,True,True,False,False
3,68000,1260,3,11.127277689932466,7.13966033596492,27.0,58.0,0,0,0.466,0,False,False,False,False,False,True,False,True,False
1,26000,475,2,10.165890277802454,6.16541785423142,8.0,20.0,0,0,0.4,0,False,False,False,False,False,True,True,False,False
2,42000,620,2,10.645448706505872,6.431331081933479,6.0,11.0,0,0,0.545,1,False,False,False,False,False,True,False,True,False
1,35000,490,1,10.463131911491967,6.19644412779452,1.0,6.0,0,0,0.167,2,False,False,False,False,False,True,True,False,False
2,44000,710,2,10.691967639914864,6.566672429803241,13.0,18.0,0,0,0.722,1,False,False,False,False,False,True,True,False,False
2,60000,720,2,11.002116507732017,6.580639137284949,4.0,7.0,0,0,0.571,0,False,False,False,False,False,True,True,False,False
2,45000,770,2,10.714439990727769,6.647688373563329,2.0,12.0,0,0,0.167,1,False,False,False,False,False,True,False,False,False
3,250000,1600,3,12.429220196836383,7.3783837129967145,19.0,25.0,0,0,0.76,1,True,False,False,False,False,True,True,False,False
1,65000,500,1,11.082157933374816,6.2166061010848646,0.0,5.0,1,0,0.0,2,False,False,False,False,False,True,True,False,False
1,20000,350,1,9.90353755128617,5.860786223465865,1.0,8.0,0,0,0.125,0,True,False,False,False,False,True,True,False,True
2,75000,1000,2,11.225256725762893,6.90875477931522,3.0,15.0,0,0,0.2,1,True,False,False,False,False,True,True,False,False
3,140000,1000,3,11.849404844423074,6.90875477931522,3.0,7.0,0,0,0.429,1,False,False,False,False,False,True,False,True,False
2,45000,660,2,10.714439990727769,6.493753839851686,25.0,43.0,0,0,0.581,1,False,False,False,False,False,True,False,False,False
1,9400,600,1,9.148571345578551,6.398594934535208,4.0,6.0,0,0,0.667,1,True,False,False,False,False,True,True,False,True
2,100000,900,2,11.51293546492023,6.803505257608338,2.0,12.0,0,0,0.167,2,False,False,False,False,False,True,True,False,False
2,65000,750,2,11.082157933374816,6.621405651764134,2.0,3.0,0,0,0.667,2,False,False,False,False,False,True,True,False,False
2,230000,1000,2,12.345838935721968,6.90875477931522,2.0,7.0,0,0,0.286,2,False,False,False,False,False,True,True,False,False
3,180000,1500,3,12.100717685412471,7.313886831633462,7.0,12.0,0,0,0.583,1,False,False,False,False,False,True,False,False,False
2,180000,1200,3,12.100717685412471,7.0909098220799835,7.0,12.0,0,0,0.583,2,False,False,False,False,False,True,True,False,False
3,120000,1200,3,11.695255355062795,7.0909098220799835,10.0,14.0,0,0,0.714,2,False,False,False,False,False,True,True,False,False
1,20000,280,1,9.90353755128617,5.638354669333745,11.0,24.0,0,0,0.458,1,False,False,False,False,False,True,True,False,False
2,130000,1000,2,11.775297421715827,6.90875477931522,10.0,12.0,0,0,0.833,2,False,False,False,False,False,True,False,False,False
2,75000,694,2,11.225256725762893,6.543911845564792,1.0,7.0,0,0,0.143,1,False,False,False,False,False,True,True,False,False
3,100000,1740,4,11.51293546492023,7.462214939768189,21.0,22.0,0,0,0.955,2,True,False,False,False,False,True,True,False,True
2,55000,750,2,10.915106645867503,6.621405651764134,8.0,14.0,0,0,0.571,2,False,False,False,False,False,True,True,False,False
3,70000,1000,3,11.156264806643742,6.90875477931522,12.0,20.0,0,0,0.6,1,False,False,False,False,False,True,True,False,False
1,30000,500,1,10.308985993422082,6.2166061010848646,3.0,4.0,0,0,0.75,2,True,False,False,False,False,True,True,False,True
1,75000,550,2,11.225256725762893,6.311734809152915,7.0,10.0,0,0,0.7,2,False,False,False,False,False,True,True,False,False
1,14000,270,1,9.546884034617925,5.602118820879701,6.0,7.0,0,0,0.857,0,False,False,False,False,False,True,False,False,True
3,130000,960,3,11.775297421715827,6.8679744089702925,9.0,21.0,0,0,0.429,1,False,False,False,False,False,True,False,True,False
3,40000,1200,2,10.596659732783579,7.0909098220799835,2.0,4.0,0,0,0.5,1,True,False,False,False,False,True,False,True,True
2,46000,710,2,10.736418414365376,6.566672429803241,15.0,18.0,0,0,0.833,0,False,False,False,False,False,True,True,False,False
1,27000,472,2,10.203629181337648,6.159095388491933,13.0,14.0,0,0,0.929,1,False,False,False,False,False,True,False,False,True
2,95000,1000,2,11.461642696843066,6.90875477931522,10.0,13.0,0,0,0.769,1,False,False,False,False,False,True,True,False,False
2,94000,800,2,11.451060699493427,6.68586094706836,14.0,18.0,0,0,0.778,1,False,False,False,False,False,True,False,True,False
2,40000,650,2,10.596659732783579,6.478509642208569,7.0,11.0,0,0,0.636,0,False,False,False,False,False,True,False,False,False
3,150000,1300,3,11.918397239722838,7.170888478512505,6.0,7.0,0,0,0.857,1,False,False,False,False,False,True,True,False,False
2,30000,600,2,10.308985993422082,6.398594934535208,2.0,5.0,0,0,0.4,0,False,False,False,False,False,True,True,False,False
2,95000,750,2,11.461642696843066,6.621405651764134,7.0,10.0,0,0,0.7,2,False,False,False,False,False,True,False,False,False
2,130000,890,2,11.775297421715827,6.792344427470809,45.0,77.0,0,0,0.584,1,False,False,False,False,False,True,False,True,False
1,14000,421,1,9.546884034617925,6.045005314036012,3.0,4.0,0,0,0.75,0,False,False,False,False,False,True,True,False,False
3,100000,1300,3,11.51293546492023,7.170888478512505,12.0,24.0,0,0,0.5,1,False,False,False,False,False,True,False,True,False
1,35000,350,1,10.463131911491967,5.860786223465865,2.0,3.0,0,0,0.667,0,True,False,False,False,False,True,True,False,True
2,57000,800,2,10.950824090522445,6.68586094706836,5.0,20.0,0,0,0.25,1,False,False,False,False,False,True,True,False,False
2,45000,650,2,10.714439990727769,6.478509642208569,5.0,6.0,0,0,0.833,1,False,False,False,False,False,True,True,False,True
1,11000,650,2,9.305741456739435,6.478509642208569,18.0,19.0,0,0,0.947,2,True,False,False,False,False,True,True,False,True
2,50000,650,2,10.819798284210286,6.478509642208569,10.0,20.0,0,0,0.5,1,False,False,False,False,False,True,True,False,False
2,35000,680,2,10.463131911491967,6.523562306149512,12.0,20.0,0,0,0.6,0,False,False,False,False,False,True,True,False,False
2,100000,800,2,11.51293546492023,6.68586094706836,1.0,5.0,0,0,0.2,2,False,False,False,False,False,True,True,False,False
3,130000,1250,3,11.775297421715827,7.1316985104669115,12.0,29.0,0,0,0.414,1,False,False,False,False,False,True,False,True,False
1,52000,475,1,10.859018228147887,6.16541785423142,10.0,18.0,0,0,0.556,0,False,False,False,False,False,True,True,False,False
2,28000,600,2,10.239995502805316,6.398594934535208,1.0,5.0,0,0,0.2,0,False,False,False,False,False,True,True,False,False
1,18000,450,1,9.798182590890704,6.111467339502679,2.0,4.0,0,0,0.5,0,True,False,False,False,False,True,True,False,True
1,30000,400,1,10.308985993422082,5.993961427306569,3.0,6.0,0,0,0.5,0,True,False,False,False,False,True,False,False,True
3,130000,1450,3,11.775297421715827,7.280008252884188,3.0,7.0,0,0,0.429,0,False,False,False,False,False,True,False,False,False
2,58000,650,2,10.968215530759236,6.478509642208569,15.0,24.0,0,0,0.625,1,False,False,False,False,False,True,False,True,False
2,65000,805,3,11.082157933374816,6.692083742506628,48.0,68.0,0,0,0.706,1,False,False,False,False,False,True,True,False,False
1,24000,650,1,10.085850775128717,6.478509642208569,3.0,4.0,0,0,0.75,1,True,False,False,False,False,True,True,False,True
1,54500,515,1,10.905974329106854,6.246106765481563,12.0,42.0,0,0,0.286,0,False,False,False,False,False,True,True,False,False
3,70000,1000,2,11.156264806643742,6.90875477931522,15.0,20.0,0,0,0.75,1,False,False,False,False,False,True,True,False,False
3,67000,1050,3,11.112462823634855,6.957497370876951,6.0,8.0,0,0,0.75,1,False,False,False,False,False,True,False,True,False
2,75000,777,2,11.225256725762893,6.656726524178391,17.0,22.0,0,0,0.773,2,False,False,False,False,False,True,True,False,False
2,45000,831,2,10.714439990727769,6.723832440821209,16.0,22.0,0,0,0.727,0,False,False,False,False,False,True,False,True,False
3,98000,1233,4,11.49273296168228,7.1180162044653335,35.0,68.0,0,0,0.515,1,False,False,False,False,False,True,True,False,False
1,16000,250,1,9.680406499268875,5.5254529391317835,4.0,10.0,0,0,0.4,0,False,False,False,False,False,True,True,False,True
2,95000,900,2,11.461642696843066,6.803505257608338,18.0,30.0,0,0,0.6,1,False,False,False,False,False,True,False,False,False
2,40000,753,2,10.596659732783579,6.625392368007956,11.0,31.0,0,0,0.355,0,False,False,False,False,False,True,True,False,False
3,300000,1800,3,12.611541086966115,7.496097345175956,8.0,12.0,0,0,0.667,2,False,False,False,False,False,True,False,False,False
2,80000,670,2,11.289794413577894,6.508769136971682,5.0,17.0,0,0,0.294,0,False,False,False,False,False,True,False,False,False
3,160000,1197,3,11.982935344196433,7.088408778675395,18.0,26.0,0,0,0.692,1,False,False,False,False,False,True,True,False,False
2,44000,880,2,10.691967639914864,6.78105762593618,12.0,27.0,0,0,0.444,0,False,False,False,False,False,True,False,False,True
2,200000,1000,2,12.206077645517674,6.90875477931522,7.0,8.0,0,0,0.875,2,False,False,False,False,False,True,True,False,False
2,65000,935,2,11.082157933374816,6.841615476477592,2.0,7.0,0,0,0.286,1,True,False,False,False,False,True,True,False,True
2,50000,751,2,10.819798284210286,6.62273632394984,16.0,20.0,0,0,0.8,1,False,False,False,False,False,True,True,False,False
1,6000,200,1,8.699681400989514,5.303304908059076,0.0,5.0,1,0,0.0,0,True,False,False,False,False,True,True,False,True
4,280000,2500,6,12.54254845357358,7.824445930877619,24.0,55.0,0,0,0.436,1,False,False,False,False,False,True,True,False,False
1,46000,500,1,10.736418414365376,6.2166061010848646,6.0,8.0,0,0,0.75,2,False,False,False,False,False,True,False,True,False
1,35000,430,1,10.463131911491967,6.066108090103747,15.0,23.0,0,0,0.652,2,False,False,False,False,False,True,True,False,False
3,75000,1088,3,11.225256725762893,6.9930151229329605,16.0,37.0,0,0,0.432,1,False,False,False,False,False,True,True,False,False
1,20000,330,1,9.90353755128617,5.802118375377063,4.0,8.0,0,0,0.5,1,False,False,False,False,False,True,True,False,True
3,110000,1200,3,11.608244735642321,7.0909098220799835,6.0,15.0,0,0,0.4,2,False,False,False,False,False,True,True,False,False
2,29500,700,2,10.292179440058462,6.55250788703459,2.0,7.0,0,0,0.286,0,False,False,False,False,False,True,True,False,False
3,53000,1000,2,10.87806606028079,6.90875477931522,16.0,32.0,0,0,0.5,1,False,False,False,False,False,True,True,False,False
2,85000,750,2,11.350418300109132,6.621405651764134,11.0,27.0,0,0,0.407,1,False,False,False,False,False,True,True,False,False
1,26000,450,2,10.165890277802454,6.111467339502679,6.0,10.0,0,0,0.6,0,False,False,False,False,False,True,False,False,False
